날짜,금액,소분류,업종코드,대분류,중분류
2023.6.22,-10000,일식,ss002,요식/유흥,일식/중식/양식
2023.6.22,-5000,화원,ss034,스포츠/문화/레저,스포츠/문화/레저용품
2023.6.21,-28560,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.6.20,-26010,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.20,-9940,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.20,-7500,한식,ss001,요식/유흥,한식
2023.6.20,-34200,온라인거래,ss068,전자상거래,전자상거래
2023.6.20,-29550,교통,ss040,여행/교통,교통
2023.6.19,-2900,약국,ss058,의료,약국
2023.6.19,-5900,일반병원,ss055,의료,병원
2023.6.19,-1100,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.6.19,-4000,생활서비스,ss044,가정생활/서비스,서비스
2023.6.18,-56507,온라인거래,ss068,전자상거래,전자상거래
2023.6.16,-6900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.15,-2200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.14,-10490,온라인거래,ss068,전자상거래,전자상거래
2023.6.14,-2200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.13,-9100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.13,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.13,-14500,편의점,ss016,유통,편의점
2023.6.13,-3500,약국,ss058,의료,약국
2023.6.12,-115133,미용서비스,ss042,미용,미용서비스
2023.6.12,-16400,교통,ss040,여행/교통,교통
2023.6.11,-14500,교통,ss040,여행/교통,교통
2023.6.11,-56800,온라인거래,ss068,전자상거래,전자상거래
2023.6.10,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.6.10,-10300,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.6.10,-21800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.10,-80000,한식,ss001,요식/유흥,한식
2023.6.9,-28750,통신,ss048,가정생활/서비스,각종요금
2023.6.9,-39210,통신,ss048,가정생활/서비스,각종요금
2023.6.9,-14000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.6.9,-24000,한식,ss001,요식/유흥,한식
2023.6.9,-1800,편의점,ss016,유통,편의점
2023.6.8,-233700,온라인거래,ss068,전자상거래,전자상거래
2023.6.8,-8900,온라인거래,ss068,전자상거래,전자상거래
2023.6.7,-43000,한식,ss001,요식/유흥,한식
2023.6.7,-45390,의복/의류,ss021,의류/잡화,의복/의류
2023.6.7,-120000,결제대행(PG),ss069,전자상거래,전자상거래
2023.6.7,-5000,약국,ss058,의료,약국
2023.6.7,-9410,온라인거래,ss068,전자상거래,전자상거래
2023.6.7,-22710,온라인거래,ss068,전자상거래,전자상거래
2023.6.7,-10000,한식,ss001,요식/유흥,한식
2023.6.6,-29300,온라인거래,ss068,전자상거래,전자상거래
2023.6.6,-44900,교통,ss040,여행/교통,교통
2023.6.6,-9500,결제대행(PG),ss069,전자상거래,전자상거래
2023.6.6,-87570,의복/의류,ss021,의류/잡화,의복/의류
2023.6.5,-22940,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.6.5,-7000,독서실,ss050,교육/학원,학원
2023.6.3,-16900,교통,ss040,여행/교통,교통
2023.6.2,-10500,기타요식,ss008,요식/유흥,기타요식
2023.6.1,-93110,의복/의류,ss021,의류/잡화,의복/의류
2023.6.1,-45342,의복/의류,ss021,의류/잡화,의복/의류
2023.6.1,-6500,한식,ss001,요식/유흥,한식
2023.6.1,-3700,편의점,ss016,유통,편의점
2023.6.1,-13660,온라인거래,ss068,전자상거래,전자상거래
2023.5.31,-47140,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.31,-15500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.31,-47800,양식,ss003,요식/유흥,일식/중식/양식
2023.5.31,-26100,서점,ss031,스포츠/문화/레저,스포츠/문화/레저
2023.5.30,-10250,온라인거래,ss068,전자상거래,전자상거래
2023.5.30,-9790,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.30,-51000,세탁소,ss045,가정생활/서비스,서비스
2023.5.30,-50400,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.30,-4500,한식,ss001,요식/유흥,한식
2023.5.29,-6500,기타요식,ss008,요식/유흥,기타요식
2023.5.29,-5300,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.28,-18700,기타요식,ss008,요식/유흥,기타요식
2023.5.28,-4100,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.28,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.28,-26000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.5.27,-200000,항공,ss038,여행/교통,여행
2023.5.26,-10000,한식,ss001,요식/유흥,한식
2023.5.26,-3000,편의점,ss016,유통,편의점
2023.5.26,-2000,편의점,ss016,유통,편의점
2023.5.26,-5500,약국,ss058,의료,약국
2023.5.25,-127760,한식,ss001,요식/유흥,한식
2023.5.25,-5500,약국,ss058,의료,약국
2023.5.24,-3500,한식,ss001,요식/유흥,한식
2023.5.24,-6500,한식,ss001,요식/유흥,한식
2023.5.23,-4700,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.5.21,-42200,교통,ss040,여행/교통,교통
2023.5.21,-6450,편의점,ss016,유통,편의점
2023.5.21,-4000,화원,ss034,스포츠/문화/레저,스포츠/문화/레저용품
2023.5.21,-18000,의복/의류,ss021,의류/잡화,의복/의류
2023.5.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.5.20,-29550,교통,ss040,여행/교통,교통
2023.5.19,-27000,한식,ss001,요식/유흥,한식
2023.5.19,-35800,한식,ss001,요식/유흥,한식
2023.5.19,-9900,편의점,ss016,유통,편의점
2023.5.19,-22491,결제대행(PG),ss069,전자상거래,전자상거래
2023.5.19,-3700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.17,-6500,한식,ss001,요식/유흥,한식
2023.5.17,-3700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.15,-1000,편의점,ss016,유통,편의점
2023.5.14,-50985,의복/의류,ss021,의류/잡화,의복/의류
2023.5.14,-12800,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.5.14,-13800,패션/잡화,ss022,의류/잡화,패션/잡화
2023.5.14,-5000,노래방,ss009,요식/유흥,유흥
2023.5.14,-5000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.14,-4000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.5.14,-3000,편의점,ss016,유통,편의점
2023.5.12,-28000,한식,ss001,요식/유흥,한식
2023.5.12,-23900,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.5.12,-5500,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.5.11,-5000,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.5.11,-9000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.10,-10500,편의점,ss016,유통,편의점
2023.5.9,-60800,유흥주점,ss011,요식/유흥,유흥
2023.5.9,-28700,통신,ss048,가정생활/서비스,각종요금
2023.5.9,-38110,통신,ss048,가정생활/서비스,각종요금
2023.5.8,-233700,온라인거래,ss068,전자상거래,전자상거래
2023.5.8,-5030,약국,ss058,의료,약국
2023.5.8,-3700,일반병원,ss055,의료,병원
2023.5.7,-26700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.6,-58511,온라인거래,ss068,전자상거래,전자상거래
2023.5.6,-10500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.5,-50800,교통,ss040,여행/교통,교통
2023.5.5,-38700,교통,ss040,여행/교통,교통
2023.5.5,-6500,기타요식,ss008,요식/유흥,기타요식
2023.5.5,-3000,편의점,ss016,유통,편의점
2023.5.5,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.5.3,-6000,약국,ss058,의료,약국
2023.5.3,-2100,편의점,ss016,유통,편의점
2023.5.2,-10000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.1,-1900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.5.1,-2640,편의점,ss016,유통,편의점
2023.4.30,-5000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.4.29,-8640,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.4.29,-18700,정육점,ss018,음/식료품,음/식료품
2023.4.29,-19000,한식,ss001,요식/유흥,한식
2023.4.28,-11500,양식,ss003,요식/유흥,일식/중식/양식
2023.4.27,-12480,온라인거래,ss068,전자상거래,전자상거래
2023.4.27,-6000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.26,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.26,-7000,약국,ss058,의료,약국
2023.4.26,-6500,한식,ss001,요식/유흥,한식
2023.4.25,-83000,한식,ss001,요식/유흥,한식
2023.4.24,-1200,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.4.23,-4000,약국,ss058,의료,약국
2023.4.22,-5500,한식,ss001,요식/유흥,한식
2023.4.22,-13900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.22,-24100,양식,ss003,요식/유흥,일식/중식/양식
2023.4.22,-39700,화장품,ss043,미용,화장품
2023.4.22,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.21,-13860,화장품,ss043,미용,화장품
2023.4.21,-10000,한식,ss001,요식/유흥,한식
2023.4.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.4.21,-2200,편의점,ss016,유통,편의점
2023.4.20,-22000,한식,ss001,요식/유흥,한식
2023.4.19,-6500,한식,ss001,요식/유흥,한식
2023.4.18,-18000,약국,ss058,의료,약국
2023.4.17,-8680,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.4.17,-3500,편의점,ss016,유통,편의점
2023.4.16,-5900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.16,-17000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.4.15,-35000,한식,ss001,요식/유흥,한식
2023.4.15,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.4.15,-59910,홈쇼핑,ss070,전자상거래,전자상거래
2023.4.15,-16000,한식,ss001,요식/유흥,한식
2023.4.15,-5000,한식,ss001,요식/유흥,한식
2023.4.14,-6000,약국,ss058,의료,약국
2023.4.14,-10500,양식,ss003,요식/유흥,일식/중식/양식
2023.4.13,-62000,한식,ss001,요식/유흥,한식
2023.4.13,-4600,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.13,-2600,편의점,ss016,유통,편의점
2023.4.12,-6500,한식,ss001,요식/유흥,한식
2023.4.11,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.10,-28520,통신,ss048,가정생활/서비스,각종요금
2023.4.10,-39210,통신,ss048,가정생활/서비스,각종요금
2023.4.10,-59000,온라인거래,ss068,전자상거래,전자상거래
2023.4.10,-67800,의복/의류,ss021,의류/잡화,의복/의류
2023.4.10,-8000,온라인거래,ss068,전자상거래,전자상거래
2023.4.10,-7400,패스트푸드,ss007,요식/유흥,제과/커피/패스트푸드
2023.4.10,-4530,약국,ss058,의료,약국
2023.4.10,-5100,일반병원,ss055,의료,병원
2023.4.10,-5000,편의점,ss016,유통,편의점
2023.4.9,-3500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.9,-35000,한식,ss001,요식/유흥,한식
2023.4.8,-12400,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.7,-10500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.7,-37000,한식,ss001,요식/유흥,한식
2023.4.7,-17000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.7,-7000,약국,ss058,의료,약국
2023.4.6,-74000,한식,ss001,요식/유흥,한식
2023.4.6,-57800,교통,ss040,여행/교통,교통
2023.4.6,-22500,백화점,ss012,유통,백화점
2023.4.6,-128337,의복/의류,ss021,의류/잡화,의복/의류
2023.4.5,-6500,한식,ss001,요식/유흥,한식
2023.4.5,-39960,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.5,-8900,온라인거래,ss068,전자상거래,전자상거래
2023.4.4,-1100,편의점,ss016,유통,편의점
2023.4.3,-1000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.4.3,-19772,온라인거래,ss068,전자상거래,전자상거래
2023.4.3,-9000,한식,ss001,요식/유흥,한식
2023.4.3,-3000,약국,ss058,의료,약국
2023.4.2,-54480,의복/의류,ss021,의류/잡화,의복/의류
2023.4.2,-26900,결제대행(PG),ss069,전자상거래,전자상거래
2023.4.1,-17000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.31,-9000,한식,ss001,요식/유흥,한식
2023.3.30,-1700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.30,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.30,-12700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.30,-24000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.3.30,-46000,중식,ss004,요식/유흥,일식/중식/양식
2023.3.29,-13930,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.3.29,-50915,의복/의류,ss021,의류/잡화,의복/의류
2023.3.29,-6500,한식,ss001,요식/유흥,한식
2023.3.28,-13812,온라인거래,ss068,전자상거래,전자상거래
2023.3.28,-4500,한식,ss001,요식/유흥,한식
2023.3.27,-33300,결제대행(PG),ss069,전자상거래,전자상거래
2023.3.27,-8000,약국,ss058,의료,약국
2023.3.27,-3600,편의점,ss016,유통,편의점
2023.3.26,-83530,패션/잡화,ss022,의류/잡화,패션/잡화
2023.3.26,-13200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.26,-46900,의복/의류,ss021,의류/잡화,의복/의류
2023.3.26,-9740,온라인거래,ss068,전자상거래,전자상거래
2023.3.25,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.25,-19500,백화점,ss012,유통,백화점
2023.3.25,-16000,백화점,ss012,유통,백화점
2023.3.24,-56800,한식,ss001,요식/유흥,한식
2023.3.24,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.24,-4000,백화점,ss012,유통,백화점
2023.3.24,-19242,온라인거래,ss068,전자상거래,전자상거래
2023.3.22,-6500,한식,ss001,요식/유흥,한식
2023.3.21,-2900,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.3.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.3.21,-3300,편의점,ss016,유통,편의점
2023.3.20,-27620,온라인거래,ss068,전자상거래,전자상거래
2023.3.20,-22350,온라인거래,ss068,전자상거래,전자상거래
2023.3.19,-104200,한식,ss001,요식/유흥,한식
2023.3.19,-14000,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.3.19,-36800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.17,-79000,온라인거래,ss068,전자상거래,전자상거래
2023.3.17,-7000,한식,ss001,요식/유흥,한식
2023.3.17,-30320,온라인거래,ss068,전자상거래,전자상거래
2023.3.16,-9000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.15,-6500,한식,ss001,요식/유흥,한식
2023.3.15,-282000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.3.14,-5600,편의점,ss016,유통,편의점
2023.3.14,-8400,편의점,ss016,유통,편의점
2023.3.14,-34500,온라인거래,ss068,전자상거래,전자상거래
2023.3.13,-7910,온라인거래,ss068,전자상거래,전자상거래
2023.3.13,-5800,편의점,ss016,유통,편의점
2023.3.13,-1000,편의점,ss016,유통,편의점
2023.3.12,-3800,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.12,-2100,편의점,ss016,유통,편의점
2023.3.12,-42000,한식,ss001,요식/유흥,한식
2023.3.11,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.11,-10900,편의점,ss016,유통,편의점
2023.3.11,-13000,온라인거래,ss068,전자상거래,전자상거래
2023.3.10,-5000,온라인거래,ss068,전자상거래,전자상거래
2023.3.10,-9000,한식,ss001,요식/유흥,한식
2023.3.9,-28730,통신,ss048,가정생활/서비스,각종요금
2023.3.9,-39210,통신,ss048,가정생활/서비스,각종요금
2023.3.9,-6400,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.3.8,-13320,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.3.8,-6500,한식,ss001,요식/유흥,한식
2023.3.7,-40000,노래방,ss009,요식/유흥,유흥
2023.3.7,-74000,유흥주점,ss011,요식/유흥,유흥
2023.3.7,-93000,한식,ss001,요식/유흥,한식
2023.3.7,-5800,편의점,ss016,유통,편의점
2023.3.6,-128337,의복/의류,ss021,의류/잡화,의복/의류
2023.3.4,-50600,온라인거래,ss068,전자상거래,전자상거래
2023.3.4,-32950,교통,ss040,여행/교통,교통
2023.3.4,-31429,기타요식,ss008,요식/유흥,기타요식
2023.3.4,-10670,온라인거래,ss068,전자상거래,전자상거래
2023.3.4,-32270,온라인거래,ss068,전자상거래,전자상거래
2023.3.3,-33000,헬스,ss082,스포츠/문화/레저,스포츠/문화/레저
2023.3.3,-9200,중식,ss004,요식/유흥,일식/중식/양식
2023.3.3,-1500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.2,-1000,기타음/식료품,ss020,음/식료품,음/식료품
2023.3.2,-26400,화장품,ss043,미용,화장품
2023.3.2,-10900,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.3.1,-11970,온라인거래,ss068,전자상거래,전자상거래
2023.3.1,-10500,약국,ss058,의료,약국
2023.3.1,-29000,안경,ss024,의류/잡화,패션/잡화
2023.2.28,-16000,한식,ss001,요식/유흥,한식
2023.2.27,-3000,편의점,ss016,유통,편의점
2023.2.26,-39000,결제대행(PG),ss069,전자상거래,전자상거래
2023.2.26,-32400,온라인거래,ss068,전자상거래,전자상거래
2023.2.24,-5000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.24,-18000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.2.24,-2500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.22,-13600,온라인거래,ss068,전자상거래,전자상거래
2023.2.22,-6500,한식,ss001,요식/유흥,한식
2023.2.22,-47100,스포츠/레저용품,ss032,스포츠/문화/레저,스포츠/문화/레저용품
2023.2.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.2.21,-6600,편의점,ss016,유통,편의점
2023.2.20,-6000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.20,-5200,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.20,-9900,화장품,ss043,미용,화장품
2023.2.19,-15000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.19,-3000,화원,ss034,스포츠/문화/레저,스포츠/문화/레저용품
2023.2.19,-30520,온라인거래,ss068,전자상거래,전자상거래
2023.2.18,-10800,한식,ss001,요식/유흥,한식
2023.2.18,-5000,노래방,ss009,요식/유흥,유흥
2023.2.18,-7700,정육점,ss018,음/식료품,음/식료품
2023.2.18,-9400,슈퍼마켓,ss014,유통,할인점/슈퍼마켓
2023.2.18,-15000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.2.18,-41500,유흥주점,ss011,요식/유흥,유흥
2023.2.17,-59000,한식,ss001,요식/유흥,한식
2023.2.17,-3500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.17,-9000,한식,ss001,요식/유흥,한식
2023.2.16,-8500,한식,ss001,요식/유흥,한식
2023.2.16,-9500,일식,ss002,요식/유흥,일식/중식/양식
2023.2.15,-5270,온라인거래,ss068,전자상거래,전자상거래
2023.2.15,-8900,온라인거래,ss068,전자상거래,전자상거래
2023.2.14,-29200,온라인거래,ss068,전자상거래,전자상거래
2023.2.13,-2100,편의점,ss016,유통,편의점
2023.2.13,-3500,편의점,ss016,유통,편의점
2023.2.11,-14400,기타요식,ss008,요식/유흥,기타요식
2023.2.10,-10000,한식,ss001,요식/유흥,한식
2023.2.10,-4000,화장품,ss043,미용,화장품
2023.2.10,-4000,약국,ss058,의료,약국
2023.2.10,-72300,일반병원,ss055,의료,병원
2023.2.9,-39210,통신,ss048,가정생활/서비스,각종요금
2023.2.9,-28730,통신,ss048,가정생활/서비스,각종요금
2023.2.9,-17100,한의원,ss057,의료,병원
2023.2.9,-40410,온라인거래,ss068,전자상거래,전자상거래
2023.2.9,-7000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.8,-13320,교육용품,ss053,교육/학원,교육용품
2023.2.8,-27000,기타요식,ss008,요식/유흥,기타요식
2023.2.8,-17100,한의원,ss057,의료,병원
2023.2.8,-6500,한식,ss001,요식/유흥,한식
2023.2.7,-16900,한의원,ss057,의료,병원
2023.2.6,-18500,한의원,ss057,의료,병원
2023.2.6,-2100,편의점,ss016,유통,편의점
2023.2.5,-4500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.4,-38550,교통,ss040,여행/교통,교통
2023.2.4,-10000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.4,-22000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.4,-10000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.4,-8000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.4,-4700,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.2.4,-11100,편의점,ss016,유통,편의점
2023.2.3,-22000,한식,ss001,요식/유흥,한식
2023.2.2,-5580,편의점,ss016,유통,편의점
2023.2.2,-51790,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.2.2,-4200,편의점,ss016,유통,편의점
2023.2.1,-6500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.1,-6500,한식,ss001,요식/유흥,한식
2023.2.1,-2500,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.31,-7600,편의점,ss016,유통,편의점
2023.1.30,-18000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.30,-7800,한식,ss001,요식/유흥,한식
2023.1.29,-17000,교육용품,ss053,교육/학원,교육용품
2023.1.29,-42500,한식,ss001,요식/유흥,한식
2023.1.29,-13020,온라인거래,ss068,전자상거래,전자상거래
2023.1.28,-12000,백화점,ss012,유통,백화점
2023.1.28,-14000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.28,-19500,백화점,ss012,유통,백화점
2023.1.28,-28000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.28,-11200,백화점,ss012,유통,백화점
2023.1.28,-15400,교통,ss040,여행/교통,교통
2023.1.27,-20000,약국,ss058,의료,약국
2023.1.27,-10000,한식,ss001,요식/유흥,한식
2023.1.26,-2900,편의점,ss016,유통,편의점
2023.1.26,-3000,편의점,ss016,유통,편의점
2023.1.25,-6500,한식,ss001,요식/유흥,한식
2023.1.24,-26334,의복/의류,ss021,의류/잡화,의복/의류
2023.1.24,-26020,온라인거래,ss068,전자상거래,전자상거래
2023.1.24,-16420,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.1.24,-4600,편의점,ss016,유통,편의점
2023.1.23,-14000,기타요식,ss008,요식/유흥,기타요식
2023.1.23,-38000,한식,ss001,요식/유흥,한식
2023.1.23,-17000,백화점,ss012,유통,백화점
2023.1.22,-59000,온라인거래,ss068,전자상거래,전자상거래
2023.1.22,-5000,화원,ss034,스포츠/문화/레저,스포츠/문화/레저용품
2023.1.21,-125000,일식,ss002,요식/유흥,일식/중식/양식
2023.1.21,-5800,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.1.21,-4000,취미/오락,ss030,스포츠/문화/레저,스포츠/문화/레저
2023.1.21,-17500,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.1.21,-45610,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.1.21,-59000,한식,ss001,요식/유흥,한식
2023.1.21,-4990,온라인거래,ss068,전자상거래,전자상거래
2023.1.20,-72000,유흥주점,ss011,요식/유흥,유흥
2023.1.20,-63000,유흥주점,ss011,요식/유흥,유흥
2023.1.20,-8000,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.1.20,-96690,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.1.20,-82900,정육점,ss018,음/식료품,음/식료품
2023.1.20,-18000,한식,ss001,요식/유흥,한식
2023.1.18,-19840,할인점/슈퍼마켓,ss013,유통,할인점/슈퍼마켓
2023.1.18,-6500,한식,ss001,요식/유흥,한식
2023.1.16,-3950,편의점,ss016,유통,편의점
2023.1.16,-50110,온라인거래,ss068,전자상거래,전자상거래
2023.1.15,-69000,온라인거래,ss068,전자상거래,전자상거래
2023.1.15,-1600,편의점,ss016,유통,편의점
2023.1.15,-39000,한식,ss001,요식/유흥,한식
2023.1.14,-24000,영화/공연,ss028,스포츠/문화/레저,스포츠/문화/레저
2023.1.14,-31780,온라인거래,ss068,전자상거래,전자상거래
2023.1.13,-2000,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.1.13,-1500,생활잡화,ss015,유통,할인점/슈퍼마켓
2023.1.13,-31600,제과점,ss005,요식/유흥,제과/커피/패스트푸드
2023.1.13,-8000,화원,ss034,스포츠/문화/레저,스포츠/문화/레저용품
2023.1.11,-6500,한식,ss001,요식/유흥,한식
2023.1.9,-40970,통신,ss048,가정생활/서비스,각종요금
2023.1.9,-28800,통신,ss048,가정생활/서비스,각종요금
2023.1.9,-3300,편의점,ss016,유통,편의점
2023.1.9,-5000,약국,ss058,의료,약국
2023.1.9,-5100,일반병원,ss055,의료,병원
2023.1.9,-3000,약국,ss058,의료,약국
2023.1.9,-64100,통신,ss048,가정생활/서비스,각종요금
2023.1.11,-185400,온라인거래,ss068,전자상거래,전자상거래
2023.1.14,-15000,미용서비스,ss042,미용,미용서비스
2023.1.14,-15090,미용서비스,ss042,미용,미용서비스
2023.1.17,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.1.17,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.1.20,-1350,온라인거래,ss068,전자상거래,전자상거래
2023.1.20,-1650,온라인거래,ss068,전자상거래,전자상거래
2023.1.27,-12000,교통,ss040,여행/교통,교통
2023.1.27,10000,교통,ss040,여행/교통,교통
2023.1.27,-10000,교통,ss040,여행/교통,교통
2023.1.27,-4500,교통,ss040,여행/교통,교통
2023.1.27,-1500,온라인거래,ss068,전자상거래,전자상거래
2023.1.28,-3150,편의점,ss016,유통,편의점
2023.1.29,-4500,편의점,ss016,유통,편의점
2023.1.30,-50000,온라인거래,ss068,전자상거래,전자상거래
2023.1.31,-4000,온라인거래,ss068,전자상거래,전자상거래
2023.2.6,-4700,커피전문점,ss006,요식/유흥,제과/커피/패스트푸드
2023.2.8,-700,온라인거래,ss068,전자상거래,전자상거래
2023.2.8,-600,온라인거래,ss068,전자상거래,전자상거래
2023.2.9,-64100,통신,ss048,가정생활/서비스,각종요금
2023.2.11,-4200,편의점,ss016,유통,편의점
2023.2.15,-10000,종합병원,ss054,의료,병원
