name,category,benefits
롯데백화점 FLEX 카드,"['포인트/캐시백', '문화', '커피전문점', '프리미엄', '쇼핑', '할인점/슈퍼마켓', '통신', '주유소', '편의점', '한식/일식/중식/양식', '영화/공연', '레저', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '결제대행(PG)', '렌탈']","['롯데백화점 FLEX 카드로국내외 가맹점 L포인트 0.5% 적립', '롯데백화점 FLEX 카드로스트리밍 30% 결제일 할인문화업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로카페 50% 결제일 할인카페업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로롯데면세점 최대 15% 현장할인Mastercard World 서비스American ExpressPlatinum Elite 서비스', '롯데백화점 FLEX 카드로쇼핑업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로할인점/슈퍼마켓 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로이동통신 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로주유소업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로편의점 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로한식/일식/중식/양식업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로영화/공연관 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로레저업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로종합병원/일반병원/치과병원/한의원/약국/기타의료업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로화장품업종 L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로결제대행(PG) L.POINT 0.5% 적립', '롯데백화점 FLEX 카드로렌탈업종 L.POINT 0.5% 적립']"
L.CLASS L60카드(스카이패스형),"['항공', '바우처', '프리미엄', 'Priority Pass']","['1,500원당 1마일리지 적립', '스페셜기프트 연 1회 제공(아래 3개 중 1개 선택)', '롯데호텔, 롯데면세점, 골프프리미엄 서비스 제공', '국내외 공항라운지 무료이용(LoungeKey 서비스)공항 내 다양한 특별 혜택']"
코웨이 삼성카드,"['렌탈', '생활서비스', '통신']","['최대 1만 3천원 결제일 할인', '아파트생활서비스  1,000원 할인4대사회보험 1,000원 할인', '이동통신 1,000원 할인인터넷/유선통신 1,000원할인']"
KB국민 청호나이스Ⅱ카드,['렌탈'],['청호나이스렌탈료 월최대 1만7천원할인']
the Red Stripe,"['바우처', '포인트/캐시백', '프리미엄', '주유소']","['기본 바우처보너스 바우처', '선택 제공 혜택항공 마일리지형M포인트형', '로열티 보너스 제공메탈 소재 카드 플레이트 제공The Lounge Members무료 발레파킹서비스 제공', 'GS칼텍스 주유소시']"
NH농협 Asiana Club (아시아나클럽) 카드,"['항공', '영화/공연', '쇼핑', '커피전문점', '문화', '레저', '교육']","['이용금액 1천원당 1~3마일리지 적립', 'CGV, 롯데시네마, 메가박스', '국내 면세점/아시아나 기내 면세점', '스타벅스, 커피빈, 탐앤탐스', '국내 서점/서적', '국내외 여행패키지 3~5% 현장할인금강산콘도미니엄 77% 할인해외로밍 현장할인외화 환전 수수료 현장할인보험서비스 무료 가입웨딩토탈 서비스 5~10% 현장할인', '전화영어, 화상영어 현장할인']"
IKEA Family with 신한카드,"['쇼핑', '할인점/슈퍼마켓', '편의점', '영화/공연', '커피전문점', '통신']","['IKEA 매장 10% 결제일 할인IKEA 푸드 15% 결제일 할인롯데·현대·신세계백화점 5% 할인프리미엄 아울렛 5% 결제일 할인', '이마트·홈플러스·롯데마트 5% 할인', 'GS25·CU·세븐일레븐 5% 할인', '롯데시네마·CGV 5% 결제일할인', '이디야·스타벅스 5% 할인', '이동통신요금 5% 할인']"
11번가 신한카드,['쇼핑'],['이용금액0.5% SK pay포인트적립SK pay 이용금액 특별적립 1%']
원더카드 LIVING  ,"['생활서비스', '주유소', '커피전문점', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '언제나할인', '교통']","['생활요금 10% 청구할인', '주유소/LPG충전 10% 할인 ', '커피 10% 청구할인', '병원/약국 10% 할인', '국내가맹점 2~3개월 무이자할부', '택시업종, 카카오T, UT 10%할인']"
삼성카드 taptap O,"['연회비지원', '통신', '포인트/캐시백', '쇼핑', '교통', '영화/공연', '편의점', '커피전문점']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '통신요금 10% 결제일할인', '월 최대 3만원, 연간 36만원 할인쇼핑 1% 빅포인트 적립', '쿠팡·11번가 등 연최대 6만원할인쇼핑 7% 할인 또는 1% 적립', '버스, 지하철, 택시요금 10% 할인', '영화/공연 연 최대 6만원 할인CGV·롯데시네마 5,000원 할인', '편의점 7%할인 또는 1%적립', '커피 연 최대 12만원 할인스타벅스 50% 또는 카페 30%할인']"
NH농협 어디로든 그린카드,"['주유소', '교통', '레저', '커피전문점', '포인트/캐시백', '그린카드']","['전기차/수소차 충전 20~40% 적립', '버스/지하철/고속버스 10% 적립', '공유 모빌리티 10% 적립', '커피전문점 10% 적립', '국내 전가맹점 0.2% 적립', '그린서비스']"
삼성 iD ON 카드,"['연회비지원', '커피전문점', '문화', '교통', '통신', '결제대행(PG)', '한식/일식/중식/양식']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '커피전문점·배달앱·델리 중많이 쓰는 영역 30% 자동맞춤 할인', '스트리밍 10% 결제일할인', '교통 10% 결제일할인', '이동통신 10% 결제일할인', '온라인 결제대행(PG) 3% · 1% 결제일 할인', '커피전문점·배달앱·델리 중많이 쓰는 영역 30% 자동맞춤 할인']"
NU Uniq Point,"['언제나할인', '주유소', '쇼핑', '교통', '커피전문점', '한식/일식/중식/양식', '주유소', '금융', '생활서비스', '문화', '포인트/캐시백']","[' 국내 가맹점 0.5% 제한없이 적립', '주유소 및 충전 시 리터당 60점 적립', '쿠팡,G마켓,11번가,해외 2% 적립', '교통, 택시 2.0% 적립', '카페 프랜차이즈 2.0% 적립', '온라인 한식/일식/중식/양식 2.0% 적립', '전기차 충전 2% 적립', '4대 보험 2% 적립', '아파트생활서비스,가스/전기요금 2% 적립', '넷플릭스,유튜브프리미엄,멜론2%적립', '국내가맹점0.5% 적립한도 없이 적립']"
신세계이마트 삼성카드 7,"['쇼핑', '포인트/캐시백', '할인점/슈퍼마켓', '레저', '영화/공연']","['신세계백화점 5% 할인모든가맹점 주말 2~3개월 무이자할부신세계백화점 무료주차권 월 2매 제공', '업종별 최대 3% 빅포인트 적립신세계· 이마트 포인트 적립', '이마트 6천원 결제일할인', '놀이공원50%, 워터파크30% 할인', 'CGV 3천원 할인']"
LOCA PLATINUM(할인형),"['언제나할인', '바우처', '프리미엄', '할인점/슈퍼마켓', '커피전문점', '쇼핑', '화장품', '편의점', '주유소', '한식/일식/중식/양식', '영화/공연', '통신', '교육', '육아', '레저', '문화', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '결제대행(PG)', '렌탈']","['국내외 가맹점 최대 1% 결제일 할인', '특급호텔 F&B 5만원 이용권', 'Mastercard Platinum', '할인점/슈퍼마켓 최대 1% 결제일 할인', '커피전문점 최대 1% 결제일 할인', '쇼핑 업종 최대 1% 결제일 할인', '화장품 업종 최대 1% 결제일 할인', '편의점 최대 1% 결제일 할인', '주유소소 최대 1% 결제일 할인', '한식/일식/중식/양식 업종 최대 1% 결제일 할인', '영화/공연관 최대 1% 결제일 할인', '이동통신 업종 최대 1% 결제일 할인', '교육비 최대 1% 결제일 할인', '육아 업종 최대 1% 결제일 할인', '레저 업종 최대 1% 결제일 할인', '문화 업종 최대 1% 결제일 할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 업종 최대 1% 결제일 할인', '결제대행(PG) 최대 1% 결제일 할인', '렌탈 업종 최대 1% 결제일 할인']"
모니모A 카드,"['커피전문점', '쇼핑', '주유소', '금융', '레저', '편의점', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '반려동물', '교육', '영화/공연', '포인트/캐시백']","['스타벅스 5,000원 할인', '면세점 최대 2% 모니머니리워드 적립백화점 최대 2% 모니머니리워드 적립프리미엄아울렛최대2%모니머니리워드적립온라인쇼핑몰 최대2%모니머니리워드적립해외 최대 2% 모니머니리워드 적립', '모든주유소소 최대 2%모니머니리워드적립전기차충전 최대 2%모니머니리워드적립', '보험 최대 10% 모니머니리워드 적립', '항공 최대 2% 모니머니리워드 적립', '편의점 최대 2% 모니머니리워드 적립', '병원,약국 최대 2%모니머니리워드적립', '동물병원 최대 2% 모니머니리워드적립', '학원 최대 2% 모니머니리워드 적립', '영화/공연관 최대 2% 모니머니리워드 적립', '국내외가맹점 최대1%모니머니리워드적립']"
IBKhi카드,"['주유소', '한식/일식/중식/양식', '레저', '통신', '교통', '영화/공연']","['휘발유, 등유, 경유, LPG 포함!GS주유소소 리터당 40원 할인!', '패밀리 레스토랑 아웃백, 빕스 등10% 결제일 할인 제공!', '레저전국 주요 놀이공원 최대 50% 할인', 'SKT, KT, LG U+ 통신3사휴대폰 이용 금액 3% 할인!', '지하철, 버스 등 최대 300원 할인철도, 고속버스, 택시 5% 할인', '인터파크, 네이버영화/공연 통해 예매시영화/공연비 2,000원 할인!']"
그랑블루 1st,"['바우처', '포인트/캐시백', '프리미엄', '주유소', '레저', '금융']","['프리미엄 기프트 서비스(5만원상당)', '그랑블루 1st 포인트 적립 서비스보너스 포인트 추가 적립', '그랑블루 1st 프리미엄 서비스전세계 공항 라운지 무료 이용 서비스국내 지정 골프장 무료 커피 제공국내 지정 골프연습장 무료 제공', 'SK 주유소시 리터당 60원 청구할인', '여행 지원 서비스', '개인사업자 Win-Tax 서비스']"
아메리칸 익스프레스 블루 KB국민카드,"['프리미엄', '쇼핑', '커피전문점', '주유소', '편의점', '통신', '문화', '레저', '한식/일식/중식/양식', '언제나할인', '자동차서비스', '연회비지원']","['국내 특급 호텔 객실 할인국내 특급 호텔 F&B 할인구름에, 락고재 등 고택 제휴 서비스리프레쉬 골프 10% 할인쿠폰 제공사이판 월드리조트 40% 할인스파 최대 10% 할인', 'G마켓 등 온라인쇼핑 10%할인면세점 최대 10% 할인꽃집청년들 관엽 5%,화환 10%할인오리스 시계 서비스센터 5% 할인', '카페 아티제 커피 1+1 제공 서비스백미당 커피 또는 아이스크림 무료제공', '주유소 100원/L당 할인', '편의점(GS 25, CU) 5% 할인', '이동통신요금 자동납부 시 10% 할인', '넷플릭스 등 OTT 30%할인잡지 정기 구독료 10% 할인', '롯데월드, 에버랜드 50% 현장할인캐리비안베이 이용권 30% 할인카모아 렌터카 5% 할인서프홀릭에서 서핑 강습료 5% 할인', '아웃백 스테이크 하우스 30% 할인생 어거스틴 20% 할인63 레스토랑 10% 할인키친동백, SG 다인힐 혜택 제공', '해외 가맹점 5% 할인', '하이파킹 지정 주차장 20% 할인내/외부 세차 할인 서비스', '온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시']"
DailyWith (데일리위드)카드,"['포인트/캐시백', '할인점/슈퍼마켓', '한식/일식/중식/양식', '쇼핑', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교통', '주유소', '편의점', '통신']","['6대 생활영역 1% 기본캐시백이용금액 많은 영역 1% 추가캐시백', '이마트/홈플러스/롯데마트 1% 캐시백', '전국 음식점주점/커피전문점 1% 캐시백', '쿠팡/11번가/G마켓/위메프온라인쇼핑 1% 캐시백', '종합병원/병의원/한의원/치과병원비 1% 캐시백', '버스, 지하철 1% 캐시백', '전 주유소소 1% 캐시백', 'GS25/CU/세븐일레븐 1% 캐시백', 'SKT/KT/LGU+/CJ헬로이동통신 요금 자동이체 1% 캐시백']"
IBK i-ALL 카드,"['언제나할인', '쇼핑', '한식/일식/중식/양식', '할인점/슈퍼마켓', '커피전문점', '편의점', '교통', '주유소', '통신', '반려동물', '문화']","['ALL 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'MEMBERSHIP 영역']"
아메리칸 익스프레스 로즈골드 KB국민카드,"['연회비지원', '프리미엄', '쇼핑', '커피전문점', '편의점', '할인점/슈퍼마켓', '레저', '자동차서비스', '한식/일식/중식/양식', '문화']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '국내 특급 호텔 객실 할인국내 특급 호텔 F&B 할인구름에, 락고재 등 고택 제휴 서비스리프레쉬 골프 10% 할인쿠폰 제공사이판 월드리조트 40% 할인스파 최대 10% 할인', '쿠팡 등 온라인쇼핑 10%할인롯데백화점 5% 할인온라인 면세점 5% 할인면세점 최대 10% 할인꽃집청년들 관엽 5%,화환 10%할인오리스 시계 서비스센터 5% 할인', '커피 오프라인 매장 10% 할인카페 아티제 커피 1+1 제공 서비스스타벅스 사이렌오더 10% 할인커피빈 퍼플오더 10% 할인메가커피 메가오더 10% 할인백미당 커피 또는 아이스크림 무료제공', 'CU, GS 25 10% 할인', '롯데마트, 홈플러스 5% 할인롯데슈퍼 등 5% 할인', '대한항공, 아시아나 항공권 5% 할인카모아 렌터카 5% 할인서프홀릭에서 서핑 강습료 5% 할인', '하이파킹 지정 주차장 20% 할인내/외부 세차 할인 서비스', '생 어거스틴 20% 할인63 레스토랑 10% 할인키친동백, SG 다인힐 혜택 제공', '잡지 정기 구독료 10% 할인']"
신한카드 플리,"['연회비지원', '언제나할인', '포인트/캐시백']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '국내 이용금액 최대 0.9% 할인해외 이용금액 0.5% 결제일 할인매월 6천원 할인 쿠폰 제공 서비스', '마이신한포인트 월 최대 3천P 적립']"
아메리칸 엑스프레스 블루,"['편의점', '한식/일식/중식/양식', '교통', '통신', '쇼핑', '결제대행(PG)', '커피전문점', '문화']","['편의점 7% 멤버십리워즈 적립', '배달앱 7% 멤버십리워즈 적립', '교통 5% 멤버십리워즈 적립', '통신 5% 멤버십리워즈 적립', '프리미엄 아울렛·트렌디패션·해외1.5% 멤버십리워즈 적립', '삼성 페이 등 온라인 결제대행(PG)1.5% 멤버십리워즈 적립', '스타벅스·이디야커피 20% 결제일할인', '스트리밍 20% 결제일할인']"
롯데마트&MAXX 카드,"['할인점/슈퍼마켓', '문화', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '주유소', '교육', '통신']","['롯데마트·MAXX 월최대 10% 할인', '스트리밍 서비스 5% 결제일 할인', '병원·약국·동물병원 5% 결제일 할인', '주유소소 5% 결제일 할인', '교육 업종 5% 결제일 할인', '이동통신 업종 5% 결제일 할인']"
다둥이행복카드,"['한식/일식/중식/양식', '커피전문점', '금융', '교통', '포인트/캐시백', '언제나할인', '쇼핑', '주유소', '자동차서비스', '영화/공연', '레저', '통신', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교육', '문화', '화장품']","['패밀리레스토랑 할인고급 식음료 매장 할인', '스타벅스 20% 청구할인', '자유적금 연 0.2% 금리 우대우리은행 이용 수수료면제우리은행 환전수수료 50% 우대SMS 문자서비스 평생무료', '교통요금 10%청구할인', '모아포인트 최고 0.9% 적립', '전가맹점 2~3개월 무이자 할부 ', '유명의류 10%할인현대홈쇼핑 3% 할인 ', 'GS칼텍스 청구할인', '긴급출동 및 차량점검 서비스', '영화/공연 현장구매 청구할인', '전국 주요 놀이공원 할인전국 주요콘도 할인', '통신요금 청구할인', '대형할인점 5% 청구할인', '병의원 5% 청구할인', '한국프뢰벨 3% 청구할인학원업종 10% 청구할인메가스터디 5% 청구할인', '국립박물관 및 문화재청 입장료청구할인', '미용실 전 업종 10% 청구할인']"
KB국민 Green Wave 1.5℃ 카드,"['연회비지원', '포인트/캐시백', '주유소', '교통', '문화', '쇼핑']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '따릉이, 킥고잉등 20% 포인트리적립모바일단독카드 이용시 1천포인트리적립환경재단 기부포인트 적립 서비스', '전기/수소차 충전 10% 포인트리적립', '버스/지하철, 철도 10%포인트리적립', '스트리밍 이용시 포인트리 1천점 적립', '굿윌스토어 이용시 포인트리 1천점적립친환경 마켓 20% 포인트리 적립업사이클링 제품 10% 포인트리 적립트리플래닛 10% 포인트리 적립']"
KB국민 FINETECH카드(마일리지 아시아나),"['연회비지원', '항공', '커피전문점', '문화', '영화/공연', '통신', '쇼핑', '한식/일식/중식/양식', '편의점', '주유소', '할인점/슈퍼마켓', '화장품', '교육', '레저']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급', '아시아나 마일리지 최대 3마일 적립!', '스타벅스 앱 사이렌오더 최대3마일적립커피전문점 국내가맹점1.2마일적립', '티켓링크, 벅스뮤직 최대 3마일 적립공연/전시 등국내 문화가앰점 1.2마일 적립', 'CGV 예매 시 최대 3마일 적립영화/공연 국내가맹점 1.2마일 적립', '통신요금 1천원당 1.2마일 적립', '쇼핑업종 1천원당 1.2마일 적립', '한식/일식/중식/양식업종 1천원당 1.2마일 적립', '편의점 1천원당 1.2마일 적립', '주유소업종 1천원당 1.2마일 적립', '할인점/슈퍼마켓 1천원당 1.2마일적립', '화장품업종 1천원당 1.2마일적립', '교육업종 1천원당 1.2마일적립', '레저업종 1천원당 1.2마일적립']"
디지로카 London,"['연회비지원', '포인트/캐시백', '납부 혜택']","['신규회원 연회비 100% 캐시백이벤트롯데카드 첫 발급 고객 혜택!', '국내 모든 가맹점에서 0.7% 캐시백즉시결제 추가 1% 캐시백', '이용 금액에 따라 최대 6개월 나누기추가 수수료 없는 납부 혜택!']"
신한카드 Air Platinum#,"['항공', '주유소', '프리미엄', '쇼핑', '자동차서비스']","['대한항공, 아시아나항공 마일리지 적립마이신한포인트 항공 전환 가능', 'S-OIL 리터당 60 포인트 적립!현대오일뱅크 리터당 60 포인트적립!', '특급호텔 레스토랑, 객실 할인 서비스공항 발렛파킹 무료(월 3회)인천공항내 무료 커피, 레스토랑 할인실내/실외 골프장 적립', '패션/요식 거리 이용금액 2% 적립', '무료 주차 서비스(월 3회)']"
taptap DRIVE,"['연회비지원', '편의점', '커피전문점', '결제대행(PG)', '쇼핑', '주유소']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '편의점 10% 결제일할인', '커피전문점 10% 결제일할인', '온라인 결제대행(PG) 1% 할인', '온라인쇼핑몰 1% 할인해외 1.5% 결제일할인', '주유소 리터당 최대 150원 할인']"
하나 CLUB H 아메리칸 익스프레스 리저브 카드,"['항공', '프리미엄']","['스카이패스 1천원당 최대 2마일 적립', '인천공항 라운지 동반자 1인포함 무료']"
KB국민 HERITAGE Smart [할인형],"['언제나할인', '바우처', '쇼핑', '교통', '레저', '주유소', '편의점', '교육', '커피전문점', '통신', '할인점/슈퍼마켓', '문화', '한식/일식/중식/양식', '영화/공연', '화장품', '금융', '프리미엄']","['국내가맹점 실적, 한도 없이 1%할인해외가맹점 실적, 한도 없이 3%할인', '3가지 할인쿠폰 제공(연1회,택1)특급호텔 15만원 할인쿠폰 제공대한항공 및 저가항공사 15만원할인공연/전시 15만원 할인쿠폰 제공', '롯데백화점 등 백화점 최대 6%할인신라면세점등 인터넷면세점 최대6%할인발란 등 온라인 명품 최대 6%할인 랭킹닭컴 배송완료시 포인트 6배 적립유어버스데이 꽃배달 20% 할인서비스', '택시 최대 6%할인버스, 지하철 1% 청구할인', '골프장, 요가업종 등 최대 6%할인롯데월드 등 1%청구할인아고다 국내외 호텔 예약시 12%할인국내, 해외 렌터카 할인국내외 투어 상품 할인 쿠폰 서비스제주도 여행상품 할인 및 특전 제공프리미엄 수행기사 서비스 특전 제공제주도, 해외 골프 특전 제공', 'GS주유소소,SK주유소소등 최대 6%할인', 'CU, GS25 등 최대 6% 할인', '외국어학원 등 최대 6% 할인', '스타벅스 등 커피전문점 최대 6%할인뚜레쥬르 등 베이커리 1%청구할인', '이동통신요금 1%청구할인 전월 이용실적 조건 및 적립한도 없음', '이마트 등 할인점/슈퍼마켓 1% 청구할인 전월 이용실적 조건 및 적립한도 없음', '문화생활 1% 청구할인전월 이용실적 조건 및 적립한도 없음내셔널지오그래픽 트래블러 정기구독할인', 'VIPS 등 한식/일식/중식/양식업종 1% 청구할인전월 이용실적 조건 및 적립한도 없음포잉앱에서 결제시 최대 5% 적립', 'CGV등 영화/공연관 1% 청구할인전월 이용실적 조건 및 적립한도 없음', '이니스프리 등 화장품업종 1% 청구할인전월 이용실적 조건 및 적립한도 없음', 'KB국민은행 수수료 감면, 면제서비스문자알림(SMS) 서비스 무료제공', '국내외 공항라운지 무료이용 서비스인천공항 및 호텔 발레파킹 서비스국내 특급호텔 F&B, 스파할인국내외 특급호텔 및 리조트 객실 할인']"
기업은행 Oil & Life카드(Life),"['주유소', '영화/공연', '레저', '통신', '커피전문점', '자동차서비스', '바우처']","['휘발유, 등유, 경유, LPG 포함GS칼텍스 리터당 60원 할인', 'CGV, 롯데시네마영화/공연 2천원 현장할인!', '캐리비안베이, 롯데월드, 에버랜드 등전국 놀이공원 최대 50% 할인', '통신사3사 SKT, KT, LGT휴대폰 이용금액 3% 할인', '한식/일식/중식/양식/커피 업종 10% 할인', 'autoOasis정비 최대 2만원할인', 'Prime 서비스알뜰쿠폰365쿠폰Life Prime 서비스 이용방법Oil PrimeOil Prime 서비스 이용방법']"
신세계 멘즈라이프 삼성카드,"['쇼핑', '주유소', '커피전문점', '교통', '편의점', '레저', '문화']","['신세계백화점 7% 결제일할인신세계백화점 제휴 서비스 제공', '리터당 최대 100원 결제일할인', '스타벅스 20% 결제일할인', '택시 3% 결제일할인', '편의점 3% 결제일할인', '골프연습장 3% 결제일할인', '신세계백화점 문화센터 7% 결제일할인']"
LOCA LIKIT Eat,"['연회비지원', '쇼핑', '커피전문점', '한식/일식/중식/양식']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', 'LOCA LIKIT Eat으로쇼핑 멤버십 60% 결제일 할인', 'LOCA LIKIT Eat으로커피 60% 결제일 할인', 'LOCA LIKIT Eat으로음식점 가맹점 60% 할인배달앱도 60% 할인']"
신한카드 알뜰More(알뜰모아),['통신'],['알뜰폰 통신비 최대 1만 5천원 할인']
the Red Edition5,"['바우처', '포인트/캐시백', '프리미엄', '주유소']","['\u3000', '선택 제공 혜택항공 마일리지형M포인트형※유의사항', '로열티 보너스 제공메탈 소재 카드 플레이트 제공The Lounge Members무료 발레파킹서비스 제공', '\u3000']"
zgm.휴가중카드,"['포인트/캐시백', '레저', '프리미엄', '금융']","['기본적립 : 2% NH포인트 적립추가적립 : 1~3% NH포인트 적립국내 이용액 0.5% 포인트 기본적립항공권,면세점 업종 0.5% 추가적립', '호텔스닷컴 이용 시 20% 즉시할인', '전세계 공항라운지 무료이용(더라운지)', '여행자보험 무료 가입']"
카드의정석 EVERY 1(망그러진 곰 Edition),"['연회비지원', '언제나할인', '쇼핑', '레저', '커피전문점', '편의점', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '교통', '한식/일식/중식/양식', '영화/공연', '렌탈', '교육', '문화', '육아', '통신', '주유소']","['온라인 신규 연회비 100% 캐시백', '기본 할인추가할인할인 제공 시 유의사항실적 산정 방법 안내', '쇼핑 1% 청구할인', '항공사 1% 청구할인', '커피전문점 1% 청구할인', '편의점 1% 청구할인', '할인점/슈퍼마켓 1% 청구할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 업종 1% 청구할인', '화장품 업종 1% 청구할인', '교통 1% 청구할인', '음식점 1% 청구할인', '영화/공연 이용금액 1% 청구할인', '렌탈 이용금액 1% 청구할인', '교육 이용금액 1% 청구할인', '문화 업종 이용금액 1% 청구할인', '육아 이용금액 1% 청구할인', '통신 이용금액 1% 청구할인', '주유소 이용금액 1% 청구할인']"
신한카드 Deep Dream Platinum+,"['연회비지원', '포인트/캐시백', '프리미엄', '할인점/슈퍼마켓', '쇼핑', '커피전문점', '편의점', '교통', '주유소', '영화/공연', '화장품', '레저', '금융', '통신']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '적립한도 없이０.7~1.1% 기본적립DREAM영역 이용시 최대5.5%적립해외 이용금액 10% 캐시백DREAM영역', '제주항공·에어부산 10% 할인', '할인점/슈퍼마켓 이용금액 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립', '3대 백화점 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립다이소 이용금액 최대 5.5% 적립', '커피 업종 이용금액 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '3대 편의점 이용시 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '택시 이용 3,6,9번째 2천원 할인교통 이용금액 최대 1.1% 적립', '주말, 전 주유소소 리터당 80원 적립기본 0.7~1.1% 한도없이 적립', '영화/공연관 이용금액 최대 5.5% 적립기본 0.7~1.1% 한도없이 적립', '올리브영 최대 5.5% 포인트 적립기본 0.7~1.1% 한도없이 적립', '골프 업종 이용금액 최대 5.5%적립기본 0.7~1.1% 한도없이 적립', '신한금융투자 온라인주식매매 수수료우대신한은행 전자금융 수수료 면제', '이동통신요금 최대 5.5% 포인트적립']"
KB국민행복카드,"['국민행복카드', '금융', '쇼핑', '할인점/슈퍼마켓', '교육', '육아', '생활서비스', '통신']","['임신·출산·보육료 등 국가바우처 지원', 'KB손해보험 단체보험 무료가입임신중독증, 태반조기박리 등', '홈쇼핑 · 온라인쇼핑몰 5%할인', ' 이마트, 롯데마트등 할인점/슈퍼마켓5%할인', '문화센터·학습지 5%청구할인', '키즈카페 5%청구할인', '아파트 생활서비스 자동납부시 5%청구할인', 'SKT, KT, LGU+ 5%할인']"
KB국민 마이핏카드(할인형),"['한식/일식/중식/양식', '커피전문점', '편의점', '화장품', '할인점/슈퍼마켓', '주유소', '통신', '쇼핑']","['VIPS·아웃백 최대 1만원 할인배달앱 이용 시 5% 할인', '스타벅스·커피빈 최대 1만원 할인', '최대 1만원 할인GS25·CU 편의점 이용 시', '올리브영 이용 시 최대 1만원 할인', '할인점/슈퍼마켓 이용 시 최대 1만원 할인', '최대 1만원 할인SK에너지·GS칼텍스 (충전소 포함)', '최대 1만원 할인SKT·KT·LGU+ 이동통신요금', 'G마켓·쿠팡 이용 시 5% 할인']"
현대카드M2 BOOST,"['연회비지원', '포인트/캐시백', '영화/공연', '커피전문점', '결제대행(PG)', '주유소', '항공', '하이패스', '자동차서비스']","['신규회원 Welcome 이벤트', '제한없는 포인트 적립 업종별 실적별0.5%~4.5% M포인트 적립보너스 리워드 1만 M포인트 적립M포인트  사용', '영화/공연 0.5%~4.5% M포인트적립', '커피전문점, 베이커리0.5%~4.5% M포인트적립현대카드 플래티넘 서비스플래티넘서비스제공기준', '온라인 결제대행(PG) 서비스 5% 적립', '주유소 특별적립', 'M포인트 항공 전환', '하이패스 이용금액 M포인트 적립', '현대카드 플래티넘서비스 주말 무료주차플래티넘서비스제공기준']"
LOCA 365,"['연회비지원', '통신', '교통', '한식/일식/중식/양식', '금융', '교육', '문화', '생활서비스']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', '이동통신비 10% 결제일 할인이동통신비 2~3개월 무이자 할부', '교통 10% 결제일 할인', '배달앱 10% 결제일 할인배달앱 2~3개월 무이자 할부', '보험료 10% 결제일 할인보험료 2~3개월 무이자 할부', '학습지 10% 결제일 할인학습지 2~3개월 무이자 할부', '스트리밍 서비스 1,500원 할인스트리밍 2~3개월 무이자 할부', 'LOCA 365로 매달 나가는생활서비스, 공과금 10% 결제일 할인']"
