name,category,benefits
KB국민 Easy all 티타늄카드,"['연회비지원', '문화', '커피전문점', '쇼핑', '한식/일식/중식/양식', '주유소', '통신', '레저', '할인점/슈퍼마켓', '생활서비스', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '교통', '화장품', '편의점', '영화/공연', '프리미엄', '교육']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '넷플릭스·티빙 등 정기결제 10%할인', '스타벅스 등 커피 업종 10% 할인제과/아이스크림 업종 10% 할인', '해외 직구·면세점 3% 할인G마켓, 옥션 등 온라인쇼핑 5%할인쿠팡 등 소셜 커머스 5%할인패션/인테리어 업종 7%할인롯데백화점 등 백화점 7%할인마켓컬리 10%할인', '패스트푸드 업종 10%할인배달의민족 등 배달앱 10%할인레스토랑·뷔페 등 음식업종 3% 할인', 'SK·GS주유소소 및 충전소 5% 할인', 'SKT,KT 등 이동통신요금5%할인', '헬스, 요가 등 스포츠업종 7% 할인', '할인점/슈퍼마켓 업종 5% 할인', '생활서비스/공과금 3% 할인', '병/의원·약국 등 종합병원/일반병원/치과병원/한의원/약국/기타의료업종 3% 할인', '택시 업종 이용시 10% 할인교통(버스·지하철) 7% 할인', '올리브영 등 화장품 업종  7% 할인', 'CU·GS25 편의점 7% 할인', '영화/공연관 10% 할인', '국내공항 라운지 무료 이용인천공항·국내호텔 발레파킹 서비스', '학원 업종 및 독서실 업종 3% 할인']"
NU Biz,"['포인트/캐시백', '렌탈', '프리미엄', '금융']","['BASIC ? 0.5% 포인트 적립OWNER - 5% 포인트 적립캐시노트 고급형(유료) 정기결제서비스', 'OPERATION 5% 포인트적립', 'PREMIUM', 'PREMIUM무이자할부 서비스개인사업자  Win-Tax 서비스']"
현대카드X3 BOOST,"['결제대행(PG)', '포인트/캐시백', '언제나할인', '자동차서비스', '커피전문점']","['온라인 결제대행(PG) 5% 할인', '1만원 보너스 캐시백', '모든가맹점 실적별 1%~1.5%할인', '현대카드 플래티넘 서비스주말 무료주차', '현대카드 플래티넘 서비스커피전문점 건당 1,000원 청구할인']"
삼성카드 BIZ LEADERS,"['언제나할인', '쇼핑', '주유소', '할인점/슈퍼마켓', '금융', '생활서비스', '통신']","['국내외 가맹점 0.5% 결제일 할인', '온라인쇼핑몰 3% 결제일할인', '주유소 3% 결제일할인', '할인점 3% 결제일할인', '4대 사회보험·손해보험 10% 할인4대 사회보험 납부대행수수료 할인세무지원 서비스', '전기요금 10% 결제일할인', '이동통신·인터넷 10% 결제일할인']"
NH농협 올바른NEW HAVE+ 카드,"['포인트/캐시백', '쇼핑', '한식/일식/중식/양식', '할인점/슈퍼마켓', '문화', '통신', '교통', '커피전문점', '편의점', '프리미엄', '금융']","['기본적립: 0.7% NH포인트적립 스마트적립: 1.4/2.8%추가적립', '스마트적립 ①영역: 온라인쇼핑/배달앱스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ①영역: 온라인쇼핑/배달앱', '스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ④영역: 교통 / 택시', '스마트적립 ⑤영역: 커피/편의점', '스마트적립 ⑤영역: 커피/편의점', '국제 브랜드 프리미엄 서비스 제공', '농협 이체수수료 통합 월 10회 면제']"
CU·배달의민족 삼성카드 taptap,"['한식/일식/중식/양식', '편의점', '교통']","['배달의민족 2,000원 결제일할인음식점·주점 1,000원 결제일할인', 'CU 1,500원당 200원 할인', '교통 1,000원당 100원 할인']"
NH올원 쇼핑&TLC카드,"['렌탈', '레저', '커피전문점', '영화/공연']","['TLC 라이트할부 서비스TLC 라이트할부 할인서비스TLC 렌탈료 자동이체 할인서비스', '에버랜드,롯데월드,서울랜드 50%할인', '스타벅스, 이디야 10% 청구할인주요 베이커리/아이스크림 청구할인', 'CGV 1천원 청구할인']"
LOCA CLASSIC (로카 클래식),"['연회비지원', '쇼핑', '커피전문점', '한식/일식/중식/양식', '레저', '문화', '편의점', '할인점/슈퍼마켓', '주유소', '통신', '영화/공연', '교육', '육아', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '렌탈', '자동차서비스', '금융', '교통', '언제나할인']","['신규회원 연회비 100% 캐시백이벤트롯데카드 온라인신청 특별 혜택', '쇼핑 업종 최대 1% 결제일 할인', '커피/베이커리 최대 1% 결제일 할인', '한식/일식/중식/양식 업종 최대 1% 결제일 할인', '레저 업종 최대 1% 결제일 할인', '문화 업종 최대 1% 결제일 할인', '편의점 업종 최대 1% 결제일 할인', '할인점/슈퍼마켓 업종 최대 1% 결제일 할인', '주유소소 업종 최대 1% 결제일 할인', '이동통신 업종 최대 1% 결제일 할인', '영화/공연관 최대 1% 결제일 할인', '교육 업종 최대 1% 결제일 할인', '육아 업종 최대 1% 결제일 할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 업종 최대 1% 결제일 할인', '화장품 업종 최대 1% 결제일 할인', '렌탈 서비스 최대 1% 결제일 할인', '자동차서비스 서비스 최대 1% 결제일 할인', '금융 업종 최대 1% 결제일 할인', '교통 업종 최대 1% 결제일 할인', '국내외 가맹점에서 최대 1% 할인전월실적 없이 0.5% 할인은 기본!']"
NH농협 알뜰교통카드,"['교통', '레저', '쇼핑', '통신', '한식/일식/중식/양식', '주유소', '커피전문점', '편의점']","['버스/지하철/택시/철도 10%청구할인', '렌터카/카쉐어링 10% 청구할인스포츠 5% 청구할인', '오픈마켓 5% 청구할인H&B(화장품) 5% 청구할인', '이동통신요금 5% 청구할인', '배달앱 5% 청구할인', '전기차 충전 10% 청구할인', '커피전문점 10% 청구할인', '편의점 10% 청구할인']"
기업은행 참! 좋은 다이소카드,"['쇼핑', '화장품', '커피전문점', '영화/공연', '할인점/슈퍼마켓', '레저', '주유소', '편의점']","['다이소매장 30%할인쿠팡, 티몬, 위메프 20% 할인', '미용실 이용시, 20% 청구할인 주 편의점·올리브영 10%할인', '스타벅스, 커피빈, 할리스, 투썸 등주요 카페 20% 할인!', 'CGV, 롯데시네마 영화/공연 4,000원 할인!', '할인점/슈퍼마켓농협하나로클럽, 할인점/슈퍼마켓 5% 할인!', '레저', '휘발유, 등유, 경유, LPG 포함전 주유소소 리터당 40원 할인!', '편의점, 월 2회 10% 할인']"
쿠쿠 삼성카드,"['렌탈', '생활서비스', '통신']","['최대 1만 3천원 결제일 할인', '아파트생활서비스 1,000원 할인4대사회보험 1,000원할인', '이동통신 1,000원 할인인터넷/유선통신 1,000원할인']"
카드의정석 MILEAGE Asiana Club,"['프리미엄', '항공', '체크카드겸용', '레저']","['전 세계 공항라운지 무료 이용 서비스프리미엄 투어 서비스', 'Asiana Club 마일리지 적립', 'Two-in-one 결제서비스', '제주도 렌터카 24H 무료 제공']"
신한카드 Globus,"['언제나할인', '포인트/캐시백']","['해외 수수료 1.18% 할인', '마이신한포인트 최대 1.7% 적립']"
NH농협 올바른FLEX 카드,"['커피전문점', '문화', '한식/일식/중식/양식', '쇼핑', '교통', '통신', '영화/공연', '편의점', '결제대행(PG)', '프리미엄']","['스타벅스 50% 청구할인', '스트리밍 서비스 20% 청구할인', '배민, 요기요 10% 청구할인', '온라인쇼핑 5% 청구할인', '지하철, 버스 7% 청구할인', 'SKT/KT/LGU+ 7% 청구할인', 'CGV, 롯데시네마 30% 청구할인', 'CU, GS25 5% 청구할인', 'NH pay 결제건당 1천원 청구할인', '국제공항 라운지 무료이용']"
KB국민 톡톡Pay카드,"['연회비지원', '결제대행(PG)', '교통', '편의점', '커피전문점', '할인점/슈퍼마켓', '쇼핑', '한식/일식/중식/양식', '영화/공연', '교육', '화장품', '주유소', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '레저']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', '온/오프라인 결제대행(PG) 최대40%할인', '버스, 지하철 이용시 10% 청구할인', 'GS25, CU 이용시10% 청구할인', '결제대행(PG) 사용시 카페 최대 40%할인', '결제대행(PG) 사용시 마트 최대 40%할인', '결제대행(PG) 사용시 쇼핑 최대 40%할인', '결제대행(PG) 사용시 한식/일식/중식/양식 최대 40%할인', '결제대행(PG) 사용시 영화/공연 최대 40%할인', '결제대행(PG) 사용시 학원 최대 40%할인', '결제대행(PG) 사용시 화장품 최대 40%할인', '결제대행(PG) 사용시 주유소 최대 40%할인', '결제대행(PG) 사용시 종합병원/일반병원/치과병원/한의원/약국/기타의료 최대 40%할인', '결제대행(PG) 사용시 레저 최대 40%할인']"
현대카드M3 BOOST,"['연회비지원', '포인트/캐시백', '영화/공연', '커피전문점', '자동차서비스', '하이패스', '주유소', '항공', '결제대행(PG)']","['신규회원 Welcome 이벤트', '제한없는 포인트 적립업종별실적별 0.5%~6%M포인트적립보너스 리워드 1만 M포인트 적립M포인트를 H-Coin으로 교환', '영화/공연 0.5%~6% M포인트적립', '커피전문점, 베이커리0.5%~6% M포인트적립현대카드 플래티넘 서비스플래티넘서비스제공기준', '현대카드 플래티넘서비스 주말 무료주차플래티넘서비스제공기준', '하이패스 이용금액 M포인트 적립', '주유소 특별적립', 'M포인트 항공 전환', '온라인 결제대행(PG) 서비스 5% 적립']"
삼성 iD MOVE 카드,"['연회비지원', '통신', '문화', '커피전문점', '편의점', '쇼핑', '레저', '교통']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '이통통신 10% 결제일할인', '스트리밍 10% 결제일할인', '커피전문점 10% 결제일할인', '편의점 10% 결제일할인', '해외 1.5% 결제일할인', '철도·항공 1.5% 결제일할인', '교통·택시 10% 결제일할인']"
미래에셋 현대카드 Diamond,"['포인트/캐시백', '금융', '바우처', '프리미엄', '쇼핑', '레저']","['업종별 최대 5% 스탁마일리지 적립연간 20만 스탁마일리지 스페셜 적립', '미래에셋증권 다이아몬드 등급 적용카이로스 멤버스 혜택 제공', '30만원 상당 바우처 제공(연1회)', '공항 라운지 무료 이용메탈 소재 카드 플레이트 제공', '면세점 최대 5% 특별적립백화점 최대 3% 특별적립프리미엄아울렛 최대 3% 특별적립', '특급호텔 최대 5% 특별적립여행/항공 최대 5% 특별적립골프장/골프연습장 최대 5% 특별적립']"
Mile 1.6 대한항공,"['항공', '커피전문점', '영화/공연']","['1,500원당 최대 1.8 마일 적립HANA Mile 사용HANA Mile 결제 대금 차감', '스타벅스 4천원 청구할인', 'CGV, 롯데시네마 4천원 청구할인']"
I-나눔카드(일반),"['언제나할인', '쇼핑', '한식/일식/중식/양식', '할인점/슈퍼마켓', '커피전문점', '편의점', '교통', '주유소', '통신', '반려동물', '문화']","['언제나 할인', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'LIVING 영역', 'MEMBERSHIP 영역']"
NH농협 올바른BAZIC+ 카드,"['언제나할인', '쇼핑', '주유소', '할인점/슈퍼마켓', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '프리미엄']","['할인한도 없이 0.7~1.4% 할인', '온라인쇼핑 1.4~2.1% 청구할인', '주유소 1.4~2.1% 청구할인', '할인점/슈퍼마켓·백화점1.4~2.1%청구할인', '종합병원/일반병원/치과병원/한의원/약국/기타의료 1.4~2.1% 청구할인', '국제브랜드 프리미엄 서비스 제공']"
신한카드 Shopping,"['커피전문점', '주유소', '할인점/슈퍼마켓', '문화', '쇼핑', '화장품']","['커피전문점 10% 할인!', '4대 정유사 리터당 60원 할인!', '5대 마트 10% 할인!창고형 할인매장 10% 할인!', '온라인서점 10% 할인!', '5대 백화점 10% 할인!프리미엄 아울렛 10% 할인!홈쇼핑 10% 할인!소셜커머스 10% 할인!마켓컬리, 프레딧, 집반찬연구소 할인', '다이소, 올리브영 10% 할인']"
IBK 그린카드 v2,"['포인트/캐시백', '교통', '커피전문점', '쇼핑', '생활서비스', '영화/공연', '레저']","['국내 전 가맹점 0.2% ~ 1.0%', '버스, 지하철 10%~ 20% 적립', '커피 10% 할인', '온라인업종 5% 적립', '생활요금 5% 적립', '온라인 영화/공연 예매 2,000원 할인', '전국 지자체 공공시설 무료입장 또는 ']"
신한카드 EVerywhere,"['주유소', '문화', '통신', '편의점', '커피전문점', '자동차서비스']","['전기차 충전요금의 20%~30%캐시백', '디지털 구독 20% 캐시백', '이동통신 5% 캐시백', '편의점 5% 캐시백', '베이커리커?피전문점 5% 캐시백', '주차앱 5천원 캐시백']"
네이버웹툰 삼성 iD 카드,"['포인트/캐시백', '결제대행(PG)', '쇼핑', '커피전문점', '한식/일식/중식/양식']","['네이버디지털콘텐츠/네이버플러스멤버십50% 네이버페이 포인트 적립해외 1% 네이버페이 포인트 적립', '네이버페이로 결제 시국내가맹점 1% 네이버페이 포인트적립', '온라인쇼핑몰 5% 네이버페이포인트적립', '커피전문점 5% 네이버페이 포인트적립', '배달앱 5% 네이버페이 포인트 적립']"
신한카드 B.Big(삑),"['연회비지원', '교통', '편의점', '쇼핑', '영화/공연', '생활서비스', '통신', '커피전문점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '버스, 지하철 일 최대 600원 할인택시, KTX 이용금액 10% 할인', '편의점 이용금액 5% 할인', '롯데·현대·신세계·갤러리아 5% 할인', 'CGV 영화/공연 할인CGV,메가박스 온라인 영화/공연예매 할인', '전기요금, 통신요금 5% 캐시백 제공', 'SKT,KT,LG 자동이체 5% 할인', '스타벅스/커피빈 등 카페 10% 할인']"
Flex카드 몽블랑 에디션,"['포인트/캐시백', '문화', '커피전문점', '쇼핑', '프리미엄', '통신', '할인점/슈퍼마켓', '편의점', '주유소', '한식/일식/중식/양식', '영화/공연', '레저', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '화장품', '결제대행(PG)', '렌탈']","['국내외 가맹점 L포인트 0.5% 적립', '스트리밍 30% 결제일 할인문화업종 0.5% L.POINT 적립', '커피 50% 결제일 할인카페업종 0.5% L.POINT 적립', '롯데면세점 최대 15% 현장할인쇼핑업종 0.5% L.POINT 적립', 'Mastercard World', '통신업종 0.5% L.POINT 적립', '할인점/슈퍼마켓 0.5% L.POINT 적립', '편의점 0.5% L.POINT 적립', '주유소소 0.5% L.POINT 적립', '한식/일식/중식/양식업종 0.5% L.POINT 적립', '영화/공연관 0.5% L.POINT 적립', '레저업종 0.5% L.POINT 적립', '종합병원/일반병원/치과병원/한의원/약국/기타의료업종 0.5% L.POINT 적립', '화장품업종 0.5% L.POINT 적립', '결제대행(PG) 0.5% L.POINT 적립', '렌탈업종 0.5% L.POINT 적립']"
현대카드X BOOST,"['결제대행(PG)', '언제나할인']","['온라인 결제대행(PG)서비스이용시5%할인', '모든 가맹점 실적별 1%1.5%할인']"
신한카드 YOLOⓘ,"['연회비지원', '교통', '영화/공연', '편의점', '쇼핑', '커피전문점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '택시 이용금액 최대 20% 할인혜택과 할인율을 내맘대로 선택!', 'CGV, 롯데시네마 최대 20% 할인혜택과 할인율을 내맘대로 선택!', 'CU·GS25·세븐일레븐 최대 20%혜택과 할인율을 내맘대로 선택!', '티몬·쿠팡 최대 20% 할인혜택과 할인율을 내맘대로 선택!', '스타벅스·커피빈 최대 20% 할인파리바게뜨·뚜레쥬르 최대 20% 할인']"
카드의정석 UNTACT AIR,"['통신', '생활서비스', '금융', '교육', '렌탈', '문화', '한식/일식/중식/양식', '커피전문점', '쇼핑', '결제대행(PG)']","['이동통신요금 정기결제 10% 청구할인', '도시가스요금 정기결제 10% 청구할인전기요금 정기결제 10% 청구할인', '4대 보험료 정기결제 10% 청구할인', '학습지 정기결제 10% 청구할인', '렌탈 정기결제 10% 청구할인', '문화 정기결제 20% 청구할인', '3대 배달어플 모아포인트 30% 적립', '스타벅스사이렌오더모아포인트 60%적립', '쿠팡 모아포인트 20% 적립쿠팡 로켓와우 멤버십 2900점 적립해외 가맹점 모아포인트 1% 적립 게임 정기결제 모아포인트 10% 적립', '온라인업종 결제대행(PG) 1,000점 적립']"
아메리칸 엑스프레스 리저브,"['바우처', '포인트/캐시백', '한식/일식/중식/양식', '커피전문점', '영화/공연']","['메탈 플레이트 무료 제공', '국내외가맹점 1% 멤버십리워즈 적립온라인쇼핑·해외 추가 4% 적립 ', '배달의민족·쉐이크쉑·써브웨이 등Food 영역 30% 할인', '스타벅스·커피빈·블루보틀 등Coffee 영역 30% 할인', 'CGV·넷플릭스·웨이브 등Movie 영역 30% 할인']"
KB국민 U+ 알뜰모바일카드,['통신'],"['최대 17,000원 할인!U+ 알뜰모바일 통신료']"
우리 국민행복카드 S2,"['국민행복카드', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '쇼핑', '할인점/슈퍼마켓', '통신', '생활서비스', '렌탈', '문화', '교육', '레저']","['임신·출산·보육료 등 국가바우처 지원건강보험 임신/출산 진료비 지원청소년산모 임신·출산 종합병원/일반병원/치과병원/한의원/약국/기타의료비 지원보육료·유아학비 지원아이돌봄 지원사업사회서비스사업 8종 지원기저귀·조제분유 지원여성청소년 위생용품 바우처 지원에너지 바우처 지원', '병·의원,산후조리원,약국 7%청구할인', '온라인 쇼핑 이용금액 5% 청구할인백화점 이용금액 5% 청구할인해외가맹점 이용금액 1~2% 청구할인', '대형할인점 이용금액 5% 청구할인', '이동통신요금 5% 청구할인', '도시가스요금, 전기요금 5% 청구할인', '렌탈 이용금액 5% 청구할인', '영상 스트리밍 20% 청구할인음원 스트리밍 20% 청구할인전자도서 20% 청구할인', '어린이집, 유치원 7% 청구할인학습지 7% 청구할인학원, 서점 7% 청구할인', '프리미엄 투어서비스']"
KB국민 Our WE:SH 카드,"['연회비지원', '통신', '한식/일식/중식/양식', '쇼핑', '할인점/슈퍼마켓', '주유소', '영화/공연', '문화', '화장품', '레저', '자동차서비스', '커피전문점', '교육', '편의점', '종합병원/일반병원/치과병원/한의원/약국/기타의료']","['온라인신규신청 연회비 100% 캐시백홈페이지 내 신용카드 최초 발급 시', 'SKT등 이동통신요금 10%청구할인', '한식,중식,일식,양식업종 5%청구할인배달의민족 등 배달앱 5% 청구할인패스트푸드 업종 10%청구할인', '신세계백화점 등 백화점 5%청구할인', '롯데마트 등 할인점/슈퍼마켓 5% 청구할인롯데슈퍼 등 SSM 5% 청구할인', 'SK주유소소,SK충전소 5% 청구할인', 'CGV등 영화/공연관 10% 청구할인', '인터파크 등 온라인티켓 10%청구할인공연전시 업종 10% 청구할인서점 업종 5% 청구할인', '미용원 업종 5% 청구할인', '경기장 업종 10% 청구할인', '주차장 10% 청구할인', '스타벅스 등 카페 10%청구할인제과/아이스크림점 5%청구할인', '문리계,외국어 학원 등 10%청구할인독서실 10%청구할인', 'CU등 편의점 10% 청구할인', '약국 5% 청구할인종합/일반병원 등 10% 청구할인']"
현대카드 대한항공카드 030,"['항공', '프리미엄', '쇼핑', '문화', '결제대행(PG)']","['웰컴보너스 3천 마일 적립1천원당 1마일, 최대 2마일 적립', '항공/면세 1천원당 2마일 적립MasterCard 플래티넘서비스', '국내 면세점 1천원당 2마일 적립', '슈퍼콘서트 20% 할인현대카드 라이브러리 무료 입장', '단 한번의 클릭으로 온라인 결제 완료대한항공 결제대행(PG)/현대카드 앱카드']"
현대백화점 현대오일뱅크카드,['쇼핑'],['3개월 무이자 할부 제공5% 할인쿠폰 혜택 제공차량 이용시 2시간 무료주차권 제공']
신한카드 LABE,"['레저', '항공', '프리미엄', '한식/일식/중식/양식']","['골프 기프트 옵션 연 1회(택1)1. 국내 골프장/연습장 5만원 할인2. 골프존 17만원 모바일상품권3. 부쉬넬 골프 거리측정기 할인권골핑 10%할인/배송비 2500원할인골프 레슨 10% 할인', '대한항공/아시아나 기본 1마일 적립해외/골프 업종 최대 3마일 적립음식점/주유소소 최대 2마일 적립', '골프 커피or공항라운지 무료', '배달의민족·쿠팡이츠 10% 할인']"
신한카드 구독 좋아요,"['문화', '쇼핑', '통신', '생활서비스', '한식/일식/중식/양식', '편의점', '커피전문점', '화장품']","['디지털 구독 이용금액 100% 할인', '디지털 구독 이용금액 100% 할인생활서비스 10% 결제일 할인', '정기결제 자동이체 건별 1천원 할인', '정기결제 자동이체 건별 1천원 할인', '생활서비스 10% 결제일 할인', '생활서비스 10% 결제일 할인', '생활서비스 10% 결제일 할인', '생활서비스 10% 결제일 할인']"
트래블월렛 우리카드,"['연회비지원', '포인트/캐시백']","['온라인 신규 연회비 100% 캐시백', '트래블 포인트 적립 서비스트래블 포인트란?해외 이용 수수료 면제 서비스']"
챌린지 백 KB국민카드,"['쇼핑', '커피전문점', '편의점', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '한식/일식/중식/양식', '주유소', '교육', '레저', '화장품', '포인트/캐시백']","['11번가 OK캐쉬백 최대11.1%적립', '커피 OK캐쉬백 최대5.1%적립', '편의점 OK캐쉬백 최대5.1%적립', '약국 OK캐쉬백 최대5.1%적립', '레스토랑 OK캐쉬백 최대5.1%적립패스트푸드 OK캐쉬백 최대5.1%적립', '주유소/충전 OK캐쉬백 최대5.1%적립', '학원 OK캐쉬백 최대5.1%적립', '골프 OK캐쉬백 최대5.1%적립', '미용실 OK캐쉬백 최대5.1%적립', '국내외가맹점 OK캐쉬백 0.1% 적립']"
삼성 iD PET 카드,"['연회비지원', '쇼핑', '결제대행(PG)', '금융', '문화', '편의점', '커피전문점', '언제나할인', '반려동물']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '반려동물쇼핑몰 30% 할인', '온라인 결제대행(PG) 5% 할인', '손해보험 10% 할인', '스트리밍 10% 할인', '편의점 1,000원 할인', '커피전문점 1,000원 할인', '해외 1.5% 할인', '동물병원 30% 할인']"
KB국민 쿠쿠렌탈Ⅱ카드,['렌탈'],['쿠쿠 렌탈료 월 최대 1만7천원 할인']
NH농협 올바른NEW HAVE 카드,"['포인트/캐시백', '쇼핑', '한식/일식/중식/양식', '할인점/슈퍼마켓', '문화', '통신', '커피전문점', '교통', '편의점', '프리미엄', '금융']","['기본적립: 0.7% NH포인트적립 스마트적립: 0.7/1.4%추가적립', '스마트적립 ①영역: 온라인쇼핑/배달앱스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ①영역: 온라인쇼핑/배달앱', '스마트적립 ②영역: 오프라인쇼핑/잡화', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ③영역: 이동통신 / 구독', '스마트적립 ⑤영역: 커피/편의점', '스마트적립 ④영역: 교통 / 택시', '스마트적립 ⑤영역: 커피/편의점', '국제공항 라운지 무료이용', '농협 이체수수료 통합 월 10회 면제']"
알뜰교통플러스 삼성카드,"['교통', '문화', '통신', '커피전문점', '언제나할인', '레저', '연회비지원']","['교통 10% 결제일 할인', '디지털콘텐츠 정기결제시 5%결제일할인', '이동통신 정기결제 시 5% 결제일할인', '커피전문점 15% 결제일할인', '해외 1% 결제일 할인', '항공, 철도 1% 결제일할인', '온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)']"
삼성카앤모아카드,"['주유소', '자동차서비스', '영화/공연', '커피전문점']","['모든주유소소 리터당 60원 할인주유소포인트 0.2%·0.4% 적립', '엔진오일 교환시 1만5천원 현장할인프라이버시콜(안심주차번호서비스) 무료', 'CGV 동반 1인 50% 현장할인', '스타벅스 1,000원 결제일할인']"
신한카드 Deep Taking,"['연회비지원', '포인트/캐시백', '한식/일식/중식/양식', '통신', '편의점', '주유소', '커피전문점', '쇼핑', '교육', '종합병원/일반병원/치과병원/한의원/약국/기타의료', '프리미엄', '교통', '레저']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '잘쓰는 혜택에 맞춰 최대 10% 적립쇼핑,여행,푸드,생활 영역 모든 적립', '요기요·배달의민족 2% 적립 가능', '통신사 자동이체 2% 포인트 적립가능', 'GS25,CU 2% 포인트 적립 가능', '주유소소·충전소 2% 포인트 적립 가능', '스타벅스·커피빈 등 2% 적립 가능베이커리 2% 포인트 적립 가능', '주요 백화점 2% 적립 가능할인점/슈퍼마켓 2% 적립 가능홈쇼핑 2% 포인트 적립 가능G마켓·옥션·11번가 2% 적립 가능소셜커머스 2% 적립 가능패션& 화장품 2% 적립 가능', '학원·학습지 업종 2% 적립 가능', '병원·동물병원 2% 포인트 적립가능', '면세점 2% 포인트 적립가능', '버스·지하철 2% 적립 가능', '항공권 결제 2% 포인트 적립 가능해외 일시불 결제 2% 적립 가능']"
롯데카드 텔로 SE,"['통신', '납부 혜택']","['SKT 통신비 최대 1만3천원 할인', 'SKT 제품 최대 36개월 할부SKT 매장에서 SKT 제품 구매 시']"
삼성 iD ALL 카드,"['연회비지원', '할인점/슈퍼마켓', '주유소', '통신', '생활서비스', '언제나할인', '쇼핑']","['온라인신규회원 연회비 100% 캐시백(삼성개인신용카드 신규발급 시 제공)', '백화점·할인점·슈퍼마켓 중많이 쓰는 영역 5% 자동맞춤 할인', '주유소 2.5% 결제일할인', '이동통신 2.5% 결제일할인', '아파트 생활서비스 2.5% 결제일할인', '국내외 가맹점 0.5% 결제일할인', '백화점·할인점·슈퍼마켓 중많이 쓰는 영역 5% 자동맞춤 할인']"
신한카드 My TeenS,['편의점'],['GS POP 서비스기프티콘 서비스']
신한카드 Deep Store,"['연회비지원', '쇼핑', '할인점/슈퍼마켓', '포인트/캐시백', '영화/공연', '커피전문점']","['신규 고객 연회비 100% 캐시백!신규 회원이면 누구나 참여 가능!', '생활쇼핑 최대 15% 할인', '3대 할인점 주말 10% 할인복합쇼핑몰 주말 10% 할인 ', '해외거래시 서비스수수료 0.18%적립', '주말 롯데시네마 5천원 할인 ', '커피전문점/제과점 업종 10%할인']"
요기요 삼성카드,"['한식/일식/중식/양식', '커피전문점', '편의점', '쇼핑', '문화']","['요기요 최대 10% 결제일할인', '커피전문점 5% 결제일할인', '편의점 5% 결제일할인', '생활잡화 5% 결제일할인', '스트리밍 10% 결제일할인']"
NH농협 온플래티늄(ON Platinum)카드(포인트),"['포인트/캐시백', '쇼핑', '커피전문점', '문화', '한식/일식/중식/양식', '레저', '프리미엄']","['기본적립: 0.8% NH포인트 적립더블적립: 1.6% NH포인트 적립보너스 포인트 적립', '더블적립: 온/오프라인 쇼핑 1.6% NH포인트 적립', '더블적립: 스타벅스1.6% NH포인트 적립', '더블적립: 구독서비스1.6% NH포인트 적립', '더블적립: 배달의 민족1.6% NH포인트 적립', '더블적립: 골프장1.6% NH포인트 적립', '전 세계 공항 라운지 무료 이용국제 브랜드 프리미엄 서비스 제공']"
신세계 신한카드,"['쇼핑', '포인트/캐시백', '커피전문점', '할인점/슈퍼마켓', '주유소', '문화', '영화/공연', '레저', '교통']","['신세계백화점 5% 결제일 할인이마트 5% 결제일 할인', '해외 이용금액 5% 캐시백', '커피숍 5% 결제일 할인', '이마트 5% 결제일 할인', 'GS칼텍스,S-Oil 5% 결제일할인', '온라인서점 5% 결제일 할인', '신세계 입점영화/공연관 주말 3천원 할인', '롯데월드, 서울랜드 자유이용권 할인', '교통(버스,지하철) 요금 3%할인고속철도(SRT) 3% 청구할인']"
삼성카드 스페셜마일리지,"['항공', '한식/일식/중식/양식', '프리미엄', '할인점/슈퍼마켓', '주유소', '커피전문점']","['모든가맹점 1천원당 1마일 적립할인점 1천원당 2마일 적립주유소·커피 1천원당 2마일 적립', '아웃백스테이크하우스 3만원 결제일할인', '인천공항 마티나라운지 무료인천공항 발렛파킹 무료면세점·호텔·스파 등 아멕스 서비스', '이마트·홈플러스 등 할인점1천원당 스카이패스 2마일리지 적립', 'S-OIL·GS칼텍스·SK에너지 등1천원당 스카이패스 2마일리지 적립', '스타벅스·투썸플레이스·커피빈 등1천원당 스카이패스 2마일리지 적립']"
